text	label
Could you help my figure out the exchange fee?	exchange_charge
I made a cash deposit to my account but i don't see it	balance_not_updated_after_cheque_or_cash_deposit
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?	beneficiary_not_allowed
Why is it saying I have a pending payment?	pending_card_payment
Is there an extra charge to exchange different currencies?	exchange_charge
Do top-up limits exist?	top_up_limits
What is the procedure for depositing a virtual card	get_disposable_virtual_card
i have a pending top-up	pending_top_up
What card or currency can I use to pay?	supported_cards_and_currencies
I deposited some money, but the balance has not changed.	balance_not_updated_after_cheque_or_cash_deposit
What steps are taken to transfer money into my account?	transfer_into_account
Where can I check out the source of available funds in my account?	verify_source_of_funds
My top up was denied	top_up_failed
Do I need to verify the top-up?	verify_top_up
Can I use my account before my Identity verification has passed?	why_verify_identity
Please tell me the steps to verify my identity.	verify_my_identity
I got billed an extra pound!	extra_charge_on_statement
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?	card_arrival
What are the currency types that I can keep money in.	fiat_currency_support
Please help me, there is a transaction in the incorrect account.	cancel_transfer
Can I add money to my account via bank transfer?	transfer_into_account
Will my transfer be done soon?	pending_transfer
What is the auto top-up limit?	automatic_top_up
I need to cancel a transaction on my debit card.	direct_debit_payment_not_recognised
I do not feel comfortable verifying my identity.	why_verify_identity
I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?	balance_not_updated_after_cheque_or_cash_deposit
Hello, I am buying a flat and need the inital payment for the mortgage to go through. It keeps showing up as error, what is going on? Can you please help me make this transfer?	failed_transfer
Some cash was missing at ATM.	wrong_amount_of_cash_received
I didn't get all the cash I asked for	wrong_amount_of_cash_received
There is a cash withdrawal in my account that isn't mine.	cash_withdrawal_not_recognised
how to change name on account	edit_personal_details
How long does it take to verify a person's identity?	unable_to_verify_identity
Why does a cash withdrawal show as pending?	pending_cash_withdrawal
I am not comfortable verifying my indentity.	why_verify_identity
What other currencies can I hang onto?	fiat_currency_support
Can my PIN changed remotely without visiting a bank?	change_pin
What does a transfer cost?	top_up_by_bank_transfer_charge
Would I be charged any fees if I added money to my account using an international card?	top_up_by_card_charge
How can a payment be declined	declined_card_payment
Is there such thing as an auto top-up option?	automatic_top_up
I got an unexpected charge on my transfers. How can I correct this?	transfer_fee_charged
"What do I do with my ""decline"" message on a transfer?"	declined_transfer
What is the maximum transactions I can use on a disposable card?	disposable_card_limits
What currences are available for exchange?	exchange_via_app
